epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
308,41296.3,0.33261,0.76102,0.987,0.82688,0.0039214,0.0039214,0.0039214
309,41432.1,0.33145,0.76166,0.98731,0.83639,0.0039016,0.0039016,0.0039016
310,41567.7,0.33009,0.76197,0.98731,0.83432,0.0038818,0.0038818,0.0038818
311,41701.2,0.32675,0.7615,0.98731,0.83925,0.003862,0.003862,0.003862
312,41833.1,0.32105,0.76118,0.98731,0.8507,0.0038422,0.0038422,0.0038422
313,41969.2,0.31745,0.76118,0.98731,0.84075,0.0038224,0.0038224,0.0038224
314,42102.2,0.32862,0.76166,0.98716,0.84014,0.0038026,0.0038026,0.0038026
315,42234.3,0.32785,0.76213,0.98716,0.83296,0.0037828,0.0037828,0.0037828
316,42367.6,0.3169,0.76181,0.98716,0.8358,0.003763,0.003763,0.003763
317,42500.7,0.31827,0.76277,0.98731,0.8414,0.0037432,0.0037432,0.0037432
318,42635,0.31722,0.76197,0.98763,0.84361,0.0037234,0.0037234,0.0037234
319,42766.5,0.31072,0.76102,0.98763,0.84378,0.0037036,0.0037036,0.0037036
320,42900.4,0.31855,0.76086,0.98779,0.83846,0.0036838,0.0036838,0.0036838
321,43033.8,0.31068,0.76213,0.98779,0.83597,0.003664,0.003664,0.003664
322,43165.9,0.3098,0.76308,0.98795,0.83892,0.0036442,0.0036442,0.0036442
323,43300.5,0.31879,0.76308,0.98779,0.85109,0.0036244,0.0036244,0.0036244
324,43434.2,0.31445,0.76277,0.98795,0.83923,0.0036046,0.0036046,0.0036046
325,43566.5,0.3104,0.76308,0.98763,0.84307,0.0035848,0.0035848,0.0035848
326,43698.5,0.31112,0.76403,0.987,0.84232,0.003565,0.003565,0.003565
327,43832.5,0.31727,0.76372,0.98716,0.84923,0.0035452,0.0035452,0.0035452
328,43966.6,0.31346,0.76388,0.98684,0.84146,0.0035254,0.0035254,0.0035254
329,44100.6,0.30183,0.76324,0.98668,0.85887,0.0035056,0.0035056,0.0035056
330,44235.8,0.29911,0.76308,0.98684,0.84639,0.0034858,0.0034858,0.0034858
331,44367.6,0.29002,0.76197,0.98684,0.84653,0.003466,0.003466,0.003466
332,44501.1,0.29102,0.76229,0.98636,0.84377,0.0034462,0.0034462,0.0034462
333,44637.2,0.28856,0.76292,0.98636,0.84249,0.0034264,0.0034264,0.0034264
334,44774,0.29154,0.76435,0.98652,0.84437,0.0034066,0.0034066,0.0034066
335,44906,0.28914,0.7653,0.98668,0.85316,0.0033868,0.0033868,0.0033868
336,45038.6,0.28938,0.76499,0.987,0.84734,0.003367,0.003367,0.003367
337,45174.4,0.2887,0.76578,0.98684,0.84518,0.0033472,0.0033472,0.0033472
338,45307.8,0.2923,0.7653,0.98731,0.84995,0.0033274,0.0033274,0.0033274
339,45441,0.28243,0.76499,0.987,0.84674,0.0033076,0.0033076,0.0033076
340,45574.5,0.2862,0.76419,0.98716,0.85371,0.0032878,0.0032878,0.0032878
341,45706.8,0.28834,0.76499,0.98731,0.85415,0.003268,0.003268,0.003268
342,45840.2,0.28491,0.76499,0.98716,0.85305,0.0032482,0.0032482,0.0032482
343,45972.9,0.28142,0.76514,0.98684,0.8582,0.0032284,0.0032284,0.0032284
344,46110.2,0.28608,0.76562,0.98636,0.86304,0.0032086,0.0032086,0.0032086
345,46242.7,0.27817,0.7653,0.98652,0.86593,0.0031888,0.0031888,0.0031888
346,46378.2,0.2735,0.7653,0.98636,0.86155,0.003169,0.003169,0.003169
347,46510.4,0.27815,0.7653,0.98636,0.86498,0.0031492,0.0031492,0.0031492
348,46643,0.27509,0.76514,0.98636,0.86514,0.0031294,0.0031294,0.0031294
349,46774.6,0.27666,0.76578,0.9862,0.87007,0.0031096,0.0031096,0.0031096
350,46907.4,0.2716,0.76562,0.98636,0.87292,0.0030898,0.0030898,0.0030898
351,47041.5,0.26375,0.7653,0.98652,0.86779,0.00307,0.00307,0.00307
352,47173.7,0.27543,0.76562,0.98652,0.87403,0.0030502,0.0030502,0.0030502
353,47306.2,0.27209,0.76578,0.9862,0.8748,0.0030304,0.0030304,0.0030304
354,47439.5,0.26634,0.7661,0.9862,0.86946,0.0030106,0.0030106,0.0030106
355,47570.2,0.26767,0.76673,0.98652,0.86584,0.0029908,0.0029908,0.0029908
356,47702.8,0.266,0.7661,0.98652,0.87531,0.002971,0.002971,0.002971
357,47834.4,0.26368,0.7661,0.98668,0.86902,0.0029512,0.0029512,0.0029512
358,47966.7,0.26978,0.76578,0.98652,0.87566,0.0029314,0.0029314,0.0029314
359,48100.1,0.26245,0.76657,0.98668,0.87729,0.0029116,0.0029116,0.0029116
360,48231.1,0.26166,0.76736,0.98684,0.88442,0.0028918,0.0028918,0.0028918
361,48364.4,0.2624,0.76816,0.987,0.88109,0.002872,0.002872,0.002872
362,48496.6,0.25496,0.76784,0.98731,0.88711,0.0028522,0.0028522,0.0028522
363,48628,0.24826,0.76784,0.98684,0.89271,0.0028324,0.0028324,0.0028324
364,48761.2,0.24811,0.76832,0.987,0.89245,0.0028126,0.0028126,0.0028126
365,48893.4,0.255,0.76816,0.987,0.87958,0.0027928,0.0027928,0.0027928
366,49025.7,0.24874,0.76847,0.98668,0.88473,0.002773,0.002773,0.002773
367,49155.6,0.2516,0.76863,0.98652,0.88481,0.0027532,0.0027532,0.0027532
368,49284.1,0.2509,0.76784,0.98652,0.88574,0.0027334,0.0027334,0.0027334
369,49428,0.25341,0.76673,0.98652,0.88852,0.0027136,0.0027136,0.0027136
370,49571.7,0.24046,0.76657,0.98668,0.89237,0.0026938,0.0026938,0.0026938
371,49709.2,0.24606,0.76673,0.9862,0.88574,0.002674,0.002674,0.002674
372,49842.5,0.24177,0.76752,0.9862,0.89095,0.0026542,0.0026542,0.0026542
373,49968.4,0.24006,0.76736,0.98589,0.88818,0.0026344,0.0026344,0.0026344
374,50111,0.24038,0.76673,0.98605,0.88805,0.0026146,0.0026146,0.0026146
375,50256.6,0.23876,0.76673,0.9862,0.89648,0.0025948,0.0025948,0.0025948
376,50391.6,0.23661,0.76721,0.98605,0.89699,0.002575,0.002575,0.002575
377,50520.8,0.2274,0.76736,0.98605,0.89235,0.0025552,0.0025552,0.0025552
378,50659.7,0.24066,0.76736,0.98589,0.89291,0.0025354,0.0025354,0.0025354
379,50795.8,0.23658,0.76689,0.98557,0.89671,0.0025156,0.0025156,0.0025156
380,50932.4,0.23472,0.76625,0.98557,0.89474,0.0024958,0.0024958,0.0024958
381,51064.1,0.22698,0.76594,0.98573,0.89832,0.002476,0.002476,0.002476
382,51196.7,0.22983,0.76689,0.98541,0.89521,0.0024562,0.0024562,0.0024562
383,51326.7,0.22158,0.76705,0.98541,0.90422,0.0024364,0.0024364,0.0024364
384,51462,0.23201,0.76657,0.98557,0.90021,0.0024166,0.0024166,0.0024166
385,51593.6,0.22592,0.76705,0.98541,0.90535,0.0023968,0.0023968,0.0023968
386,51728.3,0.22336,0.76721,0.98525,0.90706,0.002377,0.002377,0.002377
387,51859.2,0.2225,0.76641,0.98493,0.91158,0.0023572,0.0023572,0.0023572
388,51992.4,0.22013,0.76641,0.98525,0.90221,0.0023374,0.0023374,0.0023374
389,52123.5,0.2186,0.76689,0.98525,0.90864,0.0023176,0.0023176,0.0023176
390,52250.2,0.21593,0.76625,0.98525,0.90128,0.0022978,0.0022978,0.0022978
391,52382.1,0.21602,0.76657,0.98541,0.90934,0.002278,0.002278,0.002278
392,52519,0.221,0.76594,0.98557,0.90655,0.0022582,0.0022582,0.0022582
393,52649.2,0.21524,0.76594,0.98525,0.90592,0.0022384,0.0022384,0.0022384
394,52778.4,0.21604,0.76562,0.98573,0.90841,0.0022186,0.0022186,0.0022186
395,52914.3,0.21241,0.76594,0.98589,0.91351,0.0021988,0.0021988,0.0021988
396,53045.1,0.21763,0.7661,0.98589,0.91239,0.002179,0.002179,0.002179
397,53177.9,0.21159,0.76514,0.98589,0.91591,0.0021592,0.0021592,0.0021592
398,53310.1,0.20002,0.76483,0.98557,0.91082,0.0021394,0.0021394,0.0021394
399,53440.4,0.2047,0.76467,0.98557,0.91033,0.0021196,0.0021196,0.0021196
400,53572.8,0.2091,0.7653,0.98557,0.91417,0.0020998,0.0020998,0.0020998
401,53702.2,0.20461,0.76499,0.98557,0.91047,0.00208,0.00208,0.00208
402,53837.3,0.19485,0.76546,0.98541,0.92387,0.0020602,0.0020602,0.0020602
403,53966.5,0.19631,0.76467,0.98525,0.91533,0.0020404,0.0020404,0.0020404
404,54101.8,0.20362,0.76514,0.98525,0.91861,0.0020206,0.0020206,0.0020206
405,54233.3,0.2009,0.76451,0.98541,0.92752,0.0020008,0.0020008,0.0020008
406,54367.1,0.19822,0.76435,0.98525,0.92663,0.001981,0.001981,0.001981
407,54497.5,0.19975,0.7653,0.98541,0.91989,0.0019612,0.0019612,0.0019612
408,54628.5,0.18899,0.76514,0.98541,0.93358,0.0019414,0.0019414,0.0019414
409,54765.8,0.19029,0.76451,0.98557,0.9276,0.0019216,0.0019216,0.0019216
410,54895.1,0.18714,0.76499,0.98478,0.93533,0.0019018,0.0019018,0.0019018
411,55030.5,0.18657,0.76546,0.98478,0.94076,0.001882,0.001882,0.001882
412,55160.8,0.18945,0.76483,0.98478,0.92894,0.0018622,0.0018622,0.0018622
413,55292.8,0.18777,0.76483,0.98462,0.93452,0.0018424,0.0018424,0.0018424
414,55422.7,0.1931,0.7634,0.98462,0.93396,0.0018226,0.0018226,0.0018226
415,55557.4,0.17868,0.76403,0.98462,0.93581,0.0018028,0.0018028,0.0018028
416,55689.4,0.18267,0.76435,0.98446,0.93883,0.001783,0.001783,0.001783
417,55817.8,0.18676,0.76403,0.9843,0.94173,0.0017632,0.0017632,0.0017632
418,55950.6,0.17717,0.76451,0.98446,0.93403,0.0017434,0.0017434,0.0017434
419,56086.2,0.17766,0.76372,0.9843,0.94763,0.0017236,0.0017236,0.0017236
420,56214.1,0.18229,0.76356,0.98446,0.93903,0.0017038,0.0017038,0.0017038
421,56344.4,0.16812,0.76324,0.98446,0.93749,0.001684,0.001684,0.001684
422,56478.4,0.17326,0.76213,0.98462,0.94067,0.0016642,0.0016642,0.0016642
423,56608.8,0.1757,0.76229,0.98478,0.94671,0.0016444,0.0016444,0.0016444
424,56740.7,0.17419,0.76292,0.98493,0.95811,0.0016246,0.0016246,0.0016246
425,56870.4,0.17082,0.76324,0.98493,0.94666,0.0016048,0.0016048,0.0016048
426,57001.9,0.17232,0.76277,0.98493,0.94907,0.001585,0.001585,0.001585
427,57131.9,0.16646,0.76213,0.98493,0.94332,0.0015652,0.0015652,0.0015652
428,57262.7,0.15595,0.76261,0.98525,0.94569,0.0015454,0.0015454,0.0015454
429,57394.9,0.16462,0.76292,0.98493,0.9521,0.0015256,0.0015256,0.0015256
430,57527.6,0.15348,0.76245,0.98509,0.96211,0.0015058,0.0015058,0.0015058
431,57657.3,0.16375,0.76229,0.98509,0.96444,0.001486,0.001486,0.001486
432,57788,0.15939,0.76261,0.98478,0.94922,0.0014662,0.0014662,0.0014662
433,57923.2,0.16127,0.76308,0.98478,0.94804,0.0014464,0.0014464,0.0014464
434,58053.7,0.15406,0.76372,0.98446,0.95707,0.0014266,0.0014266,0.0014266
435,58185.3,0.15708,0.76356,0.98414,0.95206,0.0014068,0.0014068,0.0014068
436,58317.9,0.15354,0.76356,0.98414,0.97218,0.001387,0.001387,0.001387
437,58450,0.1473,0.76324,0.9843,0.96299,0.0013672,0.0013672,0.0013672
438,58580.7,0.14688,0.76261,0.9843,0.95535,0.0013474,0.0013474,0.0013474
439,58715.7,0.14662,0.76245,0.98398,0.96229,0.0013276,0.0013276,0.0013276
440,58846.6,0.14707,0.76245,0.98382,0.96945,0.0013078,0.0013078,0.0013078
441,58981.8,0.14838,0.76277,0.98367,0.96596,0.001288,0.001288,0.001288
442,59109.4,0.14143,0.76388,0.98335,0.96061,0.0012682,0.0012682,0.0012682
443,59244.2,0.14149,0.76292,0.98367,0.95806,0.0012484,0.0012484,0.0012484
444,59376.9,0.14506,0.76308,0.98335,0.96835,0.0012286,0.0012286,0.0012286
445,59507.9,0.13919,0.76324,0.98367,0.97281,0.0012088,0.0012088,0.0012088
446,59637.6,0.13463,0.76261,0.98351,0.97864,0.001189,0.001189,0.001189
447,59769.4,0.13701,0.76213,0.98335,0.97405,0.0011692,0.0011692,0.0011692
448,59904.6,0.13787,0.76197,0.98319,0.98022,0.0011494,0.0011494,0.0011494
449,60032.7,0.13778,0.76197,0.98382,0.96415,0.0011296,0.0011296,0.0011296
450,60165.5,0.1284,0.76166,0.98351,0.98703,0.0011098,0.0011098,0.0011098
451,60296.6,0.12982,0.76181,0.98351,0.99138,0.00109,0.00109,0.00109
452,60428.9,0.12602,0.76229,0.98382,0.97798,0.0010702,0.0010702,0.0010702
453,60560.5,0.12295,0.76229,0.98367,0.97259,0.0010504,0.0010504,0.0010504
454,60694.4,0.12928,0.76388,0.98335,0.96862,0.0010306,0.0010306,0.0010306
455,60825.2,0.1201,0.76356,0.98319,0.98625,0.0010108,0.0010108,0.0010108
456,60960.7,0.12951,0.76324,0.98335,0.97565,0.000991,0.000991,0.000991
457,61092.4,0.12046,0.76324,0.98351,0.97954,0.0009712,0.0009712,0.0009712
458,61223.1,0.12355,0.76292,0.98351,0.97593,0.0009514,0.0009514,0.0009514
459,61356,0.12656,0.76356,0.98367,0.98515,0.0009316,0.0009316,0.0009316
460,61487.4,0.1175,0.76388,0.98367,0.98295,0.0009118,0.0009118,0.0009118
461,61620,0.11853,0.76324,0.98367,0.99863,0.000892,0.000892,0.000892
462,61754.3,0.11936,0.76324,0.98351,0.97894,0.0008722,0.0008722,0.0008722
463,61886.9,0.1189,0.76403,0.98398,0.98245,0.0008524,0.0008524,0.0008524
464,62018.4,0.11465,0.76403,0.98446,0.98139,0.0008326,0.0008326,0.0008326
